TranscriptID	GeneID	TranscriptCategory	GeneSymbol
XM_049859365.1	LOC126062172	mRNA	NDUFAF8
XM_049859366.1	LOC126062173	mRNA	HEXD
XM_049859367.1	LOC126062173	mRNA	HEXD
XM_049859368.1	LOC126062173	mRNA	HEXD
XM_049859369.1	LOC126062173	mRNA	HEXD
XM_049859370.1	LOC126062173	mRNA	HEXD
XM_049859371.1	LOC126062173	mRNA	HEXD
XM_049859372.1	LOC126062173	mRNA	HEXD
XM_049859373.1	LOC126062175	mRNA	OGFOD3
XM_049859374.1	LOC126062175	mRNA	OGFOD3
XM_049859375.1	LOC126062176	mRNA	LOC126062176
XM_049859376.1	LOC126062176	mRNA	LOC126062176
XM_049859377.1	LOC126062176	mRNA	LOC126062176
XM_049859378.1	LOC126062177	mRNA	CDK12
XM_049859379.1	LOC126062177	mRNA	CDK12
XM_049859380.1	LOC126062177	mRNA	CDK12
XM_049859381.1	LOC126062177	mRNA	CDK12
XM_049859382.1	LOC126062177	mRNA	CDK12
XM_049859383.1	LOC126062177	mRNA	CDK12
XM_049859384.1	LOC126062178	mRNA	SCN4A
XM_049859385.1	LOC126062180	mRNA	SUPT6H
XM_049859386.1	LOC126062180	mRNA	SUPT6H
XM_049859387.1	LOC126062180	mRNA	SUPT6H
XM_049859388.1	LOC126062180	mRNA	SUPT6H
XM_049859389.1	LOC126062179	mRNA	LOC126062179
XM_049859390.1	LOC126062181	mRNA	PROCA1
XM_049859391.1	LOC126062181	mRNA	PROCA1
XM_049859392.1	LOC126062182	mRNA	SDF2
XM_049859393.1	LOC126062183	mRNA	NEURL4
XM_049859394.1	LOC126062183	mRNA	NEURL4
XM_049859395.1	LOC126062183	mRNA	NEURL4
XM_049859396.1	LOC126062183	mRNA	NEURL4
XM_049859397.1	LOC126062184	mRNA	ACAP1
XM_049859398.1	LOC126062184	mRNA	ACAP1
XM_049859399.1	LOC126062186	mRNA	LOC126062186
XM_049859400.1	LOC126062186	mRNA	LOC126062186
XM_049859401.1	LOC126062187	mRNA	GPS2
XM_049859402.1	LOC126062185	mRNA	C9
XM_049859403.1	LOC126062188	mRNA	EIF5A
XM_049859404.1	LOC126062188	mRNA	EIF5A
XM_049859405.1	LOC126062188	mRNA	EIF5A
XM_049859406.1	LOC126062189	mRNA	KCTD11
XM_049859407.1	LOC126062190	mRNA	FBXO39
XM_049859408.1	LOC126062191	mRNA	TEKT1
XM_049859409.1	LOC126062191	mRNA	TEKT1
XM_049859410.1	LOC126062191	mRNA	TEKT1
XM_049859411.1	LOC126062191	mRNA	TEKT1
XM_049859412.1	LOC126062191	mRNA	TEKT1
XM_049859413.1	LOC126062193	mRNA	XAF1
XM_049859414.1	LOC126062193	mRNA	XAF1
XM_049859415.1	LOC126062192	mRNA	MROH2B
XM_049859416.1	LOC126062195	mRNA	ANKFN1
XM_049859417.1	LOC126062195	mRNA	ANKFN1
XM_049859418.1	LOC126062195	mRNA	ANKFN1
XM_049859419.1	LOC126062195	mRNA	ANKFN1
XM_049859420.1	LOC126062195	mRNA	ANKFN1
XM_049859421.1	LOC126062195	mRNA	ANKFN1
XM_049859422.1	LOC126062195	mRNA	ANKFN1
XM_049859423.1	LOC126062196	mRNA	ABCA5
XM_049859424.1	LOC126062196	mRNA	ABCA5
XM_049859425.1	LOC126062196	mRNA	ABCA5
XM_049859426.1	LOC126062198	mRNA	PPP1R9B
XM_049859427.1	LOC126062199	mRNA	PDK2
XM_049859428.1	LOC126062200	mRNA	SAMD14
XM_049859429.1	LOC126062200	mRNA	SAMD14
XM_049859430.1	LOC126062202	mRNA	EVPL
XM_049859431.1	LOC126062202	mRNA	EVPL
XM_049859432.1	LOC126062203	mRNA	ACOX1
XM_049859433.1	LOC126062203	mRNA	ACOX1
XM_049859434.1	LOC126062204	mRNA	CDK3
XM_049859435.1	LOC126062204	mRNA	CDK3
XM_049859436.1	LOC126062206	mRNA	TEN1
XM_049859437.1	LOC126062206	mRNA	TEN1
XM_049859438.1	LOC126062205	mRNA	LOC126062205
XM_049859439.1	LOC126062207	mRNA	ACACA
XM_049859440.1	LOC126062207	mRNA	ACACA
XM_049859441.1	LOC126062207	mRNA	ACACA
XM_049859442.1	LOC126062207	mRNA	ACACA
XM_049859443.1	LOC126062207	mRNA	ACACA
XM_049859444.1	LOC126062207	mRNA	ACACA
XM_049859445.1	LOC126062207	mRNA	ACACA
XM_049859446.1	LOC126062207	mRNA	ACACA
XM_049859447.1	LOC126062207	mRNA	ACACA
XM_049859448.1	LOC126062207	mRNA	ACACA
XM_049859449.1	LOC126062207	mRNA	ACACA
XM_049859450.1	LOC126062210	mRNA	GGNBP2
XM_049859451.1	LOC126062210	mRNA	GGNBP2
XM_049859452.1	LOC126062210	mRNA	GGNBP2
XM_049859453.1	LOC126062209	mRNA	SDHA
XM_049859454.1	LOC126062210	mRNA	GGNBP2
XM_049859455.1	LOC126062211	mRNA	AATF
XM_049859456.1	LOC126062211	mRNA	AATF
XM_049859457.1	LOC126062212	mRNA	TADA2A
XM_049859458.1	LOC126062212	mRNA	TADA2A
XM_049859459.1	LOC126062212	mRNA	TADA2A
XM_049859460.1	LOC126062212	mRNA	TADA2A
XM_049859461.1	LOC126062212	mRNA	TADA2A
XM_049859462.1	LOC126062212	mRNA	TADA2A
XM_049859463.1	LOC126062212	mRNA	TADA2A
XM_049859464.1	LOC126062214	mRNA	LHX1
XM_049859465.1	LOC126062215	mRNA	MRM1
XM_049859466.1	LOC126062213	mRNA	CCDC127
XM_049859467.1	LOC126062215	mRNA	MRM1
XM_049859468.1	LOC126062216	mRNA	DHRS11
XM_049859469.1	LOC126062216	mRNA	DHRS11
XM_049859470.1	LOC126062216	mRNA	DHRS11
XM_049859471.1	LOC126062216	mRNA	DHRS11
XM_049859472.1	LOC126062216	mRNA	DHRS11
XM_049859473.1	LOC126062216	mRNA	DHRS11
XM_049859474.1	C19H17orf78	mRNA	C19H17orf78
XM_049859475.1	LOC126062220	mRNA	ZNF624
XM_049859476.1	LOC126062220	mRNA	ZNF624
XM_049859477.1	LOC126062220	mRNA	ZNF624
XM_049859478.1	LOC126062218	mRNA	PDCD6
XM_049859479.1	LOC126062220	mRNA	ZNF624
XM_049859480.1	LOC126062220	mRNA	ZNF624
XM_049859481.1	LOC126062220	mRNA	ZNF624
XM_049859482.1	LOC126062220	mRNA	ZNF624
XM_049859483.1	LOC126062220	mRNA	ZNF624
XM_049859484.1	LOC126062221	mRNA	ZNF287
XM_049859485.1	LOC126062221	mRNA	ZNF287
XM_049859486.1	LOC126062222	mRNA	VEZF1
XM_049859487.1	LOC126062222	mRNA	VEZF1
XM_049859488.1	LOC126062218	mRNA	PDCD6
XM_049859489.1	LOC126062222	mRNA	VEZF1
XM_049859490.1	LOC126062223	mRNA	SRSF1
XM_049859491.1	LOC126062225	mRNA	NOL11
XM_049859492.1	LOC126062226	mRNA	NDEL1
XM_049859493.1	LOC126062226	mRNA	NDEL1
XM_049859494.1	LOC126062226	mRNA	NDEL1
XM_049859495.1	LOC126062226	mRNA	NDEL1
XM_049859496.1	LOC126062228	mRNA	LOC126062228
XM_049859497.1	LOC126062228	mRNA	LOC126062228
XM_049859498.1	LOC126062228	mRNA	LOC126062228
XM_049859499.1	LOC126062227	mRNA	EXOC3
XM_049859500.1	LOC126062229	mRNA	LOC126062229
XM_049859501.1	LOC126062229	mRNA	LOC126062229
XM_049859502.1	LOC126062229	mRNA	LOC126062229
XM_049859503.1	LOC126062229	mRNA	LOC126062229
XM_049859504.1	LOC126062230	mRNA	PRR29
XM_049859505.1	LOC126062230	mRNA	PRR29
XM_049859506.1	LOC126062230	mRNA	PRR29
XM_049859507.1	LOC126062230	mRNA	PRR29
XM_049859508.1	LOC126062231	mRNA	UBTF
XM_049859509.1	LOC126062227	mRNA	EXOC3
XM_049859510.1	LOC126062231	mRNA	UBTF
XM_049859511.1	LOC126062231	mRNA	UBTF
XM_049859512.1	LOC126062231	mRNA	UBTF
XM_049859513.1	LOC126062231	mRNA	UBTF
XM_049859514.1	LOC126062231	mRNA	UBTF
XM_049859515.1	LOC126062232	mRNA	ATXN7L3
XM_049859516.1	LOC126062232	mRNA	ATXN7L3
XM_049859517.1	LOC126062232	mRNA	ATXN7L3
XM_049859518.1	LOC126062232	mRNA	ATXN7L3
XM_049859519.1	LOC126062232	mRNA	ATXN7L3
XM_049859520.1	LOC126062227	mRNA	EXOC3
XM_049859521.1	LOC126062232	mRNA	ATXN7L3
XM_049859522.1	LOC126062233	mRNA	TMUB2
XM_049859523.1	LOC126062233	mRNA	TMUB2
XM_049859524.1	LOC126062235	mRNA	ATP6V0A1
XM_049859525.1	LOC126062235	mRNA	ATP6V0A1
XM_049859526.1	LOC126062235	mRNA	ATP6V0A1
XM_049859527.1	LOC126062235	mRNA	ATP6V0A1
XM_049859528.1	LOC126062236	mRNA	TBX2
XM_049859529.1	LOC126062237	mRNA	TBX4
XM_049859530.1	LOC126062237	mRNA	TBX4
XM_049859531.1	LOC126062237	mRNA	TBX4
XM_049859532.1	LOC126062237	mRNA	TBX4
XM_049859533.1	LOC126062227	mRNA	EXOC3
XM_049859534.1	LOC126062237	mRNA	TBX4
XM_049859535.1	LOC126062237	mRNA	TBX4
XM_049859536.1	LOC126062238	mRNA	LOC126062238
XM_049859537.1	LOC126062239	mRNA	FOXN1
XM_049859538.1	LOC126062240	mRNA	SLC13A2
XM_049859539.1	LOC126062240	mRNA	SLC13A2
XM_049859540.1	LOC126062241	mRNA	SRP68
XM_049859541.1	LOC126062241	mRNA	SRP68
XM_049859542.1	LOC126062227	mRNA	EXOC3
XM_049859543.1	LOC126062242	mRNA	DNAH9
XM_049859544.1	LOC126062242	mRNA	DNAH9
XM_049859545.1	LOC126062242	mRNA	DNAH9
XM_049859546.1	LOC126062242	mRNA	DNAH9
XM_049859547.1	LOC126062242	mRNA	DNAH9
XM_049859548.1	LOC126062242	mRNA	DNAH9
XM_049859549.1	LOC126062242	mRNA	DNAH9
XM_049859550.1	LOC126062242	mRNA	DNAH9
XM_049859551.1	LOC126062242	mRNA	DNAH9
XM_049859552.1	LOC126062244	mRNA	ZNF18
XM_049859553.1	LOC126062244	mRNA	ZNF18
XM_049859554.1	LOC126062244	mRNA	ZNF18
XM_049859555.1	LOC126062244	mRNA	ZNF18
XM_049859556.1	LOC126062244	mRNA	ZNF18
XM_049859557.1	LOC126062243	mRNA	LOC126062243
XM_049859558.1	LOC126062244	mRNA	ZNF18
XM_049859559.1	LOC126062244	mRNA	ZNF18
XM_049859560.1	LOC126062244	mRNA	ZNF18
XM_049859561.1	LOC126062244	mRNA	ZNF18
XM_049859562.1	LOC126062245	mRNA	SHISA6
XM_049859563.1	LOC126062245	mRNA	SHISA6
XM_049859564.1	LOC126062245	mRNA	SHISA6
XM_049859565.1	LOC126062246	mRNA	MAP2K4
XM_049859566.1	LOC126062246	mRNA	MAP2K4
XM_049859567.1	LOC126062243	mRNA	LOC126062243
XM_049859568.1	LOC126062246	mRNA	MAP2K4
XM_049859569.1	LOC126062246	mRNA	MAP2K4
XM_049859570.1	LOC126062249	mRNA	ATP2A3
XM_049859571.1	LOC126062249	mRNA	ATP2A3
XM_049859572.1	LOC126062249	mRNA	ATP2A3
XM_049859573.1	LOC126062243	mRNA	LOC126062243
XM_049859574.1	LOC126062249	mRNA	ATP2A3
XM_049859575.1	LOC126062251	mRNA	MYOCD
XM_049859576.1	LOC126062251	mRNA	MYOCD
XM_049859577.1	LOC126062251	mRNA	MYOCD
XM_049859578.1	LOC126062251	mRNA	MYOCD
XM_049859579.1	LOC126062251	mRNA	MYOCD
XM_049859580.1	LOC126062251	mRNA	MYOCD
XM_049859581.1	LOC126062253	mRNA	COASY
XM_049859582.1	LOC126062243	mRNA	LOC126062243
XM_049859583.1	LOC126062253	mRNA	COASY
XM_049859584.1	LOC126062253	mRNA	COASY
XM_049859585.1	LOC126062253	mRNA	COASY
XM_049859586.1	LOC126062253	mRNA	COASY
XM_049859587.1	LOC126062253	mRNA	COASY
XM_049859588.1	LOC126062253	mRNA	COASY
XM_049859589.1	LOC126062254	mRNA	RETREG3
XM_049859590.1	LOC126062255	mRNA	MLX
XM_049859591.1	LOC126062255	mRNA	MLX
XM_049859592.1	LOC126062243	mRNA	LOC126062243
XM_049859593.1	LOC126062256	mRNA	PSMC3IP
XM_049859594.1	LOC126062257	mRNA	PHF12
XM_049859595.1	LOC126062257	mRNA	PHF12
XM_049859596.1	LOC126062257	mRNA	PHF12
XM_049859597.1	LOC126062258	mRNA	NUFIP2
XM_049859598.1	LOC126062258	mRNA	NUFIP2
XM_049859599.1	LOC126062259	mRNA	CRYBA1
XM_049859600.1	LOC126062260	mRNA	HAP1
XM_049859601.1	LOC126062243	mRNA	LOC126062243
XM_049859602.1	LOC126062260	mRNA	HAP1
XM_049859603.1	LOC126062260	mRNA	HAP1
XM_049859604.1	LOC126062261	mRNA	LOC126062261
XM_049859605.1	LOC126062262	mRNA	PSMB6
XM_049859606.1	LOC126062262	mRNA	PSMB6
XM_049859607.1	LOC126062263	mRNA	PLCD3
XM_049859608.1	LOC126062263	mRNA	PLCD3
XM_049859609.1	LOC126062264	mRNA	NMT1
XM_049859610.1	LOC126062243	mRNA	LOC126062243
XM_049859611.1	LOC126062264	mRNA	NMT1
XM_049859612.1	LOC126062265	mRNA	USP36
XM_049859613.1	LOC126062265	mRNA	USP36
XM_049859614.1	LOC126062265	mRNA	USP36
XM_049859615.1	LOC126062265	mRNA	USP36
XM_049859616.1	LOC126062266	mRNA	ALOX15B
XM_049859617.1	LOC126062267	mRNA	MYO19
XM_049859618.1	LOC126062267	mRNA	MYO19
XM_049859619.1	LOC126062243	mRNA	LOC126062243
XM_049859620.1	LOC126062267	mRNA	MYO19
XM_049859621.1	LOC126062267	mRNA	MYO19
XM_049859622.1	LOC126062267	mRNA	MYO19
XM_049859623.1	LOC126062267	mRNA	MYO19
XM_049859624.1	LOC126062267	mRNA	MYO19
XM_049859625.1	LOC126062268	mRNA	PIGW
XM_049859626.1	LOC126062269	mRNA	ZNHIT3
XM_049859627.1	LOC126062270	mRNA	LRRC75A
XM_049859628.1	LOC126062270	mRNA	LRRC75A
XM_049859629.1	LOC126062243	mRNA	LOC126062243
XM_049859630.1	LOC126062272	mRNA	SLC4A1
XM_049859631.1	LOC126062273	mRNA	LOC126062273
XM_049859632.1	LOC126062274	mRNA	COG1
XM_049859633.1	LOC126062275	mRNA	SSTR2
XM_049859634.1	LOC126062276	mRNA	VCF1
XM_049859635.1	LOC126062277	mRNA	TBX21
XM_049859636.1	LOC126062243	mRNA	LOC126062243
XM_049859637.1	LOC126062278	mRNA	HDAC5
XM_049859638.1	LOC126062278	mRNA	HDAC5
XM_049859639.1	LOC126062278	mRNA	HDAC5
XM_049859640.1	LOC126062278	mRNA	HDAC5
XM_049859641.1	LOC126062278	mRNA	HDAC5
XM_049859642.1	LOC126062278	mRNA	HDAC5
XM_049859643.1	LOC126062279	mRNA	G6PC3
XM_049859644.1	LOC126062279	mRNA	G6PC3
XM_049859645.1	LOC126062243	mRNA	LOC126062243
XM_049859646.1	LOC126062279	mRNA	G6PC3
XM_049859647.1	LOC126062281	mRNA	RECQL5
XM_049859648.1	LOC126062281	mRNA	RECQL5
XM_049859649.1	LOC126062282	mRNA	SMIM5
XM_049859650.1	LOC126062282	mRNA	SMIM5
XM_049859651.1	LOC126062282	mRNA	SMIM5
XM_049859652.1	LOC126062282	mRNA	SMIM5
XM_049859653.1	LOC126062282	mRNA	SMIM5
XM_049859654.1	LOC126062243	mRNA	LOC126062243
XM_049859655.1	LOC126062284	mRNA	NF1
XM_049859656.1	LOC126062284	mRNA	NF1
XM_049859657.1	LOC126062284	mRNA	NF1
XM_049859658.1	LOC126062284	mRNA	NF1
XM_049859659.1	LOC126062284	mRNA	NF1
XM_049859660.1	LOC126062285	mRNA	SUZ12
XM_049859661.1	LOC126062285	mRNA	SUZ12
XM_049859662.1	LOC126062286	mRNA	RAB11FIP4
XM_049859663.1	LOC126062243	mRNA	LOC126062243
XM_049859664.1	LOC126062286	mRNA	RAB11FIP4
XM_049859665.1	LOC126062286	mRNA	RAB11FIP4
XM_049859666.1	LOC126062286	mRNA	RAB11FIP4
XM_049859667.1	LOC126062287	mRNA	UTP6
XM_049859668.1	LOC126062288	mRNA	EVI2B
XM_049859669.1	LOC126062289	mRNA	OMG
XM_049859670.1	LOC126062290	mRNA	CRLF3
XM_049859671.1	LOC126062243	mRNA	LOC126062243
XM_049859672.1	LOC126062291	mRNA	WSB1
XM_049859673.1	LOC126062292	mRNA	EVI2A
XM_049859674.1	LOC126062293	mRNA	COPRS
XM_049859675.1	LOC126062294	mRNA	SPATA20
XM_049859676.1	LOC126062294	mRNA	SPATA20
XM_049859677.1	LOC126062295	mRNA	AURKB
XM_049859678.1	LOC126062295	mRNA	AURKB
XM_049859679.1	LOC126062295	mRNA	AURKB
XM_049859680.1	LOC126062243	mRNA	LOC126062243
XM_049859681.1	LOC126062295	mRNA	AURKB
XM_049859682.1	LOC126062296	mRNA	LOC126062296
XM_049859683.1	LOC126062297	mRNA	CNTNAP1
XM_049859684.1	LOC126062297	mRNA	CNTNAP1
XM_049859685.1	LOC126062297	mRNA	CNTNAP1
XM_049859686.1	LOC126062297	mRNA	CNTNAP1
XM_049859687.1	LOC126062297	mRNA	CNTNAP1
XM_049859688.1	LOC126062298	mRNA	EZH1
XM_049859689.1	LOC126062243	mRNA	LOC126062243
XM_049859690.1	LOC126062299	mRNA	CCR10
XM_049859691.1	LOC126062299	mRNA	CCR10
XM_049859692.1	LOC126062299	mRNA	CCR10
XM_049859693.1	LOC126062300	mRNA	BIRC5
XM_049859694.1	LOC126062301	mRNA	ABCC3
XM_049859695.1	LOC126062301	mRNA	ABCC3
XM_049859696.1	LOC126062301	mRNA	ABCC3
XM_049859697.1	LOC126062301	mRNA	ABCC3
XM_049859698.1	LOC126062301	mRNA	ABCC3
XM_049859699.1	LOC126062243	mRNA	LOC126062243
XM_049859700.1	LOC126062301	mRNA	ABCC3
XM_049859701.1	LOC126062301	mRNA	ABCC3
XM_049859702.1	LOC126062301	mRNA	ABCC3
XM_049859703.1	LOC126062302	mRNA	ANKRD40
XM_049859704.1	LOC126062302	mRNA	ANKRD40
XM_049859705.1	LOC126062303	mRNA	TMEM107
XM_049859706.1	LOC126062304	mRNA	ADPRM
XM_049859707.1	LOC126062305	mRNA	LOC126062305
XM_049859708.1	LOC126062243	mRNA	LOC126062243
XM_049859709.1	LOC126062306	mRNA	TMEM220
XM_049859710.1	LOC126062306	mRNA	TMEM220
XM_049859711.1	LOC126062306	mRNA	TMEM220
XM_049859712.1	LOC126062307	mRNA	TRAPPC1
XM_049859713.1	LOC126062309	mRNA	CEP112
XM_049859714.1	LOC126062309	mRNA	CEP112
XM_049859715.1	LOC126062309	mRNA	CEP112
XM_049859716.1	LOC126062309	mRNA	CEP112
XM_049859717.1	LOC126062309	mRNA	CEP112
XM_049859718.1	LOC126062243	mRNA	LOC126062243
XM_049859719.1	LOC126062309	mRNA	CEP112
XM_049859720.1	LOC126062309	mRNA	CEP112
XM_049859721.1	LOC126062309	mRNA	CEP112
XM_049859722.1	LOC126062309	mRNA	CEP112
XM_049859723.1	LOC126062309	mRNA	CEP112
XM_049859724.1	LOC126062309	mRNA	CEP112
XM_049859725.1	LOC126062309	mRNA	CEP112
XM_049859726.1	LOC126062309	mRNA	CEP112
XM_049859727.1	LOC126062310	mRNA	AXIN2
XM_049859728.1	LOC126062243	mRNA	LOC126062243
XM_049859729.1	LOC126062310	mRNA	AXIN2
XM_049859730.1	LOC126062310	mRNA	AXIN2
XM_049859731.1	LOC126062310	mRNA	AXIN2
XM_049859732.1	LOC126062310	mRNA	AXIN2
XM_049859733.1	LOC126062310	mRNA	AXIN2
XM_049859734.1	LOC126062310	mRNA	AXIN2
XM_049859735.1	LOC126062311	mRNA	RGS9
XM_049859736.1	LOC126062311	mRNA	RGS9
XM_049859737.1	LOC126062243	mRNA	LOC126062243
XM_049859738.1	LOC126062312	mRNA	GNA13
XM_049859739.1	LOC126062316	mRNA	STRADA
XM_049859740.1	LOC126062316	mRNA	STRADA
XM_049859741.1	LOC126062316	mRNA	STRADA
XM_049859742.1	LOC126062316	mRNA	STRADA
XM_049859743.1	LOC126062243	mRNA	LOC126062243
XM_049859744.1	LOC126062316	mRNA	STRADA
XM_049859745.1	LOC126062316	mRNA	STRADA
XM_049859746.1	LOC126062316	mRNA	STRADA
XM_049859747.1	LOC126062316	mRNA	STRADA
XM_049859748.1	LOC126062316	mRNA	STRADA
XM_049859749.1	LOC126062316	mRNA	STRADA
XM_049859750.1	LOC126062316	mRNA	STRADA
XM_049859751.1	LOC126062316	mRNA	STRADA
XM_049859752.1	LOC126062317	mRNA	RND2
XM_049859753.1	LOC126062243	mRNA	LOC126062243
XM_049859754.1	LOC126062318	mRNA	FAM171A2
XM_049859755.1	LOC126062319	mRNA	CD7
XM_049859756.1	LOC126062320	mRNA	LASP1
XM_049859757.1	LOC126062321	mRNA	SSH2
XM_049859758.1	LOC126062321	mRNA	SSH2
XM_049859759.1	LOC126062321	mRNA	SSH2
XM_049859760.1	LOC126062321	mRNA	SSH2
XM_049859761.1	LOC126062322	mRNA	CPD
XM_049859762.1	LOC126062243	mRNA	LOC126062243
XM_049859763.1	LOC126062323	mRNA	SLC6A4
XM_049859764.1	LOC126062324	mRNA	NSRP1
XM_049859765.1	LOC126062325	mRNA	BLMH
XM_049859766.1	LOC126062325	mRNA	BLMH
XM_049859767.1	LOC126062326	mRNA	TMIGD1
XM_049859768.1	LOC126062243	mRNA	LOC126062243
XM_049859769.1	LOC126062329	mRNA	MYBBP1A
XM_049859770.1	LOC126062330	mRNA	SPNS2
XM_049859771.1	LOC126062331	mRNA	LOC126062331
XM_049859772.1	LOC126062332	mRNA	HEXIM1
XM_049859773.1	LOC126062333	mRNA	ACBD4
XM_049859774.1	LOC126062333	mRNA	ACBD4
XM_049859775.1	LOC126062333	mRNA	ACBD4
XM_049859776.1	LOC126062333	mRNA	ACBD4
XM_049859777.1	LOC126062333	mRNA	ACBD4
XM_049859778.1	LOC126062333	mRNA	ACBD4
XM_049859779.1	LOC126062333	mRNA	ACBD4
XM_049859780.1	LOC126062333	mRNA	ACBD4
XM_049859781.1	LOC126062333	mRNA	ACBD4
XM_049859782.1	LOC126062334	mRNA	HEXIM2
XM_049859783.1	LOC126062335	mRNA	LOC126062335
XM_049859784.1	LOC126062336	mRNA	NCOR1
XM_049859785.1	LOC126062336	mRNA	NCOR1
XM_049859786.1	LOC126062336	mRNA	NCOR1
XM_049859787.1	LOC126062336	mRNA	NCOR1
XM_049859788.1	LOC126062243	mRNA	LOC126062243
XM_049859789.1	LOC126062336	mRNA	NCOR1
XM_049859790.1	LOC126062336	mRNA	NCOR1
XM_049859791.1	LOC126062336	mRNA	NCOR1
XM_049859792.1	LOC126062336	mRNA	NCOR1
XM_049859793.1	LOC126062336	mRNA	NCOR1
XM_049859794.1	LOC126062337	mRNA	PIGL
XM_049859795.1	LOC126062337	mRNA	PIGL
XM_049859796.1	LOC126062243	mRNA	LOC126062243
XM_049859797.1	LOC126062337	mRNA	PIGL
XM_049859798.1	LOC126062338	mRNA	LOC126062338
XM_049859799.1	LOC126062338	mRNA	LOC126062338
XM_049859800.1	LOC126062339	mRNA	TTC19
XM_049859801.1	LOC126062340	mRNA	ADORA2B
XM_049859802.1	LOC126062341	mRNA	CENPV
XM_049859803.1	LOC126062341	mRNA	CENPV
XM_049859804.1	LOC126062243	mRNA	LOC126062243
XM_049859805.1	LOC126062341	mRNA	CENPV
XM_049859806.1	LOC126062341	mRNA	CENPV
XM_049859807.1	LOC126062341	mRNA	CENPV
XM_049859808.1	LOC126062342	mRNA	NGFR
XM_049859809.1	LOC126062343	mRNA	LOC126062343
XM_049859810.1	LOC126062344	mRNA	ASPSCR1
XM_049859811.1	LOC126062344	mRNA	ASPSCR1
XM_049859812.1	LOC126062243	mRNA	LOC126062243
XM_049859813.1	LOC126062344	mRNA	ASPSCR1
XM_049859814.1	LOC126062344	mRNA	ASPSCR1
XM_049859815.1	LOC126062344	mRNA	ASPSCR1
XM_049859816.1	LOC126062344	mRNA	ASPSCR1
XM_049859817.1	LOC126062344	mRNA	ASPSCR1
XM_049859818.1	LOC126062344	mRNA	ASPSCR1
XM_049859819.1	LOC126062344	mRNA	ASPSCR1
XM_049859820.1	LOC126062345	mRNA	CENPX
XM_049859821.1	LOC126062345	mRNA	CENPX
XM_049859822.1	LOC126062243	mRNA	LOC126062243
XM_049859823.1	LOC126062346	mRNA	PCMTD1
XM_049859824.1	LOC126062346	mRNA	PCMTD1
XM_049859825.1	LOC126062346	mRNA	PCMTD1
XM_049859826.1	LOC126062346	mRNA	PCMTD1
XM_049859827.1	LOC126062346	mRNA	PCMTD1
XM_049859828.1	LOC126062346	mRNA	PCMTD1
XM_049859829.1	LOC126062346	mRNA	PCMTD1
XM_049859830.1	LOC126062346	mRNA	PCMTD1
XM_049859831.1	LOC126062349	mRNA	LOC126062349
XM_049859832.1	LOC126062350	mRNA	LOC126062350
XM_049859833.1	LOC126062348	mRNA	BRD9
XM_049859834.1	LOC126062351	mRNA	FOXJ1
XM_049859835.1	LOC126062351	mRNA	FOXJ1
XM_049859836.1	LOC126062352	mRNA	EPOP
XM_049859837.1	LOC126062353	mRNA	PRPSAP1
XM_049859838.1	LOC126062353	mRNA	PRPSAP1
XM_049859839.1	LOC126062355	mRNA	LOC126062355
XM_049859840.1	LOC126062356	mRNA	LUC7L3
XM_049859841.1	LOC126062348	mRNA	BRD9
XM_049859842.1	LOC126062356	mRNA	LUC7L3
XM_049859843.1	LOC126062356	mRNA	LUC7L3
XM_049859844.1	LOC126062356	mRNA	LUC7L3
XM_049859845.1	LOC126062356	mRNA	LUC7L3
XM_049859846.1	LOC126062356	mRNA	LUC7L3
XM_049859847.1	LOC126062356	mRNA	LUC7L3
XM_049859848.1	LOC126062357	mRNA	MLLT6
XM_049859849.1	LOC126062357	mRNA	MLLT6
XM_049859850.1	LOC126062357	mRNA	MLLT6
XM_049859851.1	LOC126062348	mRNA	BRD9
XM_049859852.1	LOC126062357	mRNA	MLLT6
XM_049859853.1	LOC126062357	mRNA	MLLT6
XM_049859854.1	LOC126062358	mRNA	CCL5
XM_049859855.1	LOC126062359	mRNA	ASPA
XM_049859856.1	LOC126062359	mRNA	ASPA
XM_049859857.1	LOC126062360	mRNA	FAM187A
XM_049859858.1	LOC126062361	mRNA	CCDC103
XM_049859859.1	LOC126062361	mRNA	CCDC103
XM_049859860.1	LOC126062362	mRNA	LOC126062362
XM_049859861.1	LOC126062363	mRNA	LOC126062363
XM_049859862.1	LOC126062364	mRNA	WIPF2
XM_049859863.1	LOC126062364	mRNA	WIPF2
XM_049859864.1	LOC126062348	mRNA	BRD9
XM_049859865.1	LOC126062364	mRNA	WIPF2
XM_049859866.1	LOC126062366	mRNA	EME1
XM_049859867.1	LOC126062367	mRNA	LRRC59
XM_049859868.1	LOC126062368	mRNA	MRPL27
XM_049859869.1	LOC126062369	mRNA	CRHR1
XM_049859870.1	LOC126062370	mRNA	KCNAB3
XM_049859871.1	LOC126062370	mRNA	KCNAB3
XM_049859872.1	LOC126062372	mRNA	LOC126062372
XM_049859873.1	LOC126062373	mRNA	LOC126062373
XM_049859874.1	LOC126062371	mRNA	LOC126062371
XM_049859875.1	LOC126062374	mRNA	ARL4D
XM_049859876.1	LOC126062374	mRNA	ARL4D
XM_049859877.1	LOC126062374	mRNA	ARL4D
XM_049859878.1	LOC126062375	mRNA	TRPV3
XM_049859879.1	LOC126062375	mRNA	TRPV3
XM_049859880.1	LOC126062376	mRNA	LOC126062376
XM_049859881.1	LOC126062377	mRNA	LOC126062377
